React1     React2    React3       Prod1      Prod2      Prod3      Prod4      Prod5       A          B          C          errA     errB     errC ty  Tmin   Tmax  fr     0 n  n !comment 
O          C5N                    CO         C4N                                           7.000e-11  1.700e-01  0.000e+00 3.00e+00 0.00e+00 logn  4     10    300  3   361 1  2 
O          C6                     CO         C5                                            1.000e-10  1.700e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   362 1  2 
S          C2                     C          CS                                            1.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   363 1  1 
S          CH                     C          HS                                            1.730e-11  5.000e-01  4.000e+03 2.00e+00 0.00e+00 logn  4     10    800  3   364 1  1 
S          NH                     N          HS                                            1.730e-11  5.000e-01  4.000e+03 2.00e+00 0.00e+00 logn  4     10    800  3   365 1  1 
S          HS                     H          S2                                            4.500e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   366 1  1 
S          O2                     O          SO                                            2.300e-12  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   367 1  1 
S          OH                     H          SO                                            6.600e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   368 1  1 
S          CH2                    H          HCS                                           1.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   369 1  1 
S          CH2                    CS         H2                                            1.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   370 1  1 
S          CH3                    H          H2CS                                          1.400e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   371 1  1 
CH         NO                     CN         OH                                            2.320e-26  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    800  3   372 1  1 
CH         NO                     N          HCO                                           2.700e-11  0.000e+00  5.000e+03 2.00e+00 0.00e+00 logn  4     10    800  3   373 1  1 
CH         NO                     O          HCN                                           1.200e-11 -1.300e-01  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   374 1  1 
CH         O2                     CO         OH                                            3.800e-11 -4.800e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   375 1  1 
CH         O2                     O          HCO                                           1.440e-11  7.000e-01  3.000e+03 2.00e+00 0.00e+00 logn  4     10    800  3   376 1  1 
CH         HNO                    NO         CH2                                           1.730e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   377 1  1 
CH         CH4                    H          C2H4                                          1.060e-10 -1.040e+00  3.610e+01 1.30e+00 4.45e+00 logn  4     10    298  3   378 1  3 
CH         C2H2                   H          c-C3H2                                        4.200e-10 -2.300e-01  1.600e+01 2.00e+00 0.00e+00 logn  4     10    300  3   379 1  1 
CH         C3                     H          C4                                            3.960e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   380 1  2 
CH         C3                     C2         CCH                                           4.000e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   381 1  2 
CH         C5                     H          C6                                            4.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   382 1  1 
C2         CH                     H          C3                                            6.300e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   383 1  2 
C2         CH                     C          CCH                                           3.700e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   384 1  2 
CH         C4                     H          C5                                            1.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   385 1  1 
CH         HC3N                   H          HC4N                                          3.450e-10 -5.500e-01  2.960e+01 2.00e+00 0.00e+00 logn  4     10    300  3   386 1  1 
C2         C2H2                   H          C4H                                           1.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   387 1  1 
CN         NO                     CO         N2                                            1.600e-13  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   388 1  1 
CN         O2                     O          OCN                                           1.992e-11 -6.300e-01  0.000e+00 1.30e+00 0.00e+00 logn  4     13    295  3   389 1  2 
CN         O2                     CO         NO                                            4.980e-12 -6.300e-01  0.000e+00 1.30e+00 0.00e+00 logn  4     13    295  3   390 1  2 
CN         HCO                    CO         HCN                                           1.000e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   391 1  1 
CN         OH                     H          OCN                                           7.010e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   392 1  1 
CN         OH                     O          HCN                                           1.000e-11  0.000e+00  1.000e+03 2.00e+00 0.00e+00 logn  4     10    300  3   393 1  1 
CN         HNO                    NO         HCN                                           3.000e-11  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   394 1  1 
CN         C2H2                   H          HC3N                                          2.720e-10 -5.200e-01  1.900e+01 1.25e+00 0.00e+00 logn  4     10    300  3   395 1  1 
CN         NH3                    HCN        NH2                                           2.770e-11 -8.500e-01  0.000e+00 1.20e+00 1.60e+00 logn  4     10    298  3   396 1  3 
CN         C2H4                   HCN        C2H3                                          2.140e-10 -6.900e-01  3.100e+01 2.00e+00 0.00e+00 logn  4     10    800  3   397 1  1 
CO         OH                     H          CO2                                           2.810e-13  0.000e+00  1.760e+02 2.00e+00 0.00e+00 logn  4     10    300  3   398 1  1 
CO         HNO                    NH         CO2                                           3.320e-12  0.000e+00  6.170e+03 1.25e+00 0.00e+00 logn  4     10    300  3   399 1  1 
HS         HS                     S          H2S                                           3.000e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   400 1  1 
NH         NH                     H2         N2                                            1.700e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    800  3   401 1  1 
NH         NH                     H          H          N2                                 1.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   402 1  1 
NH         NH                     N          NH2                                           4.350e-13  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    800  3   403 1  1 
NH         NO                     N2         OH                                            1.460e-11 -5.800e-01  3.700e+01 2.00e+00 0.00e+00 logn  4     10    800  3   404 1  1 
NH         NO                     H          N2O                                           3.120e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   405 1  1 
NO         NH2                    N2         H2O                                           1.700e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   406 1  1 
NO         NH2                    H          N2         OH                                 1.490e-12  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    800  3   407 1  1 
OH         SO                     H          SO2                                           8.600e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   408 1  1 
OH         OH                     O          H2O                                           1.650e-12  1.140e+00  5.000e+01 2.00e+00 0.00e+00 logn  4     10    200  3   409 1  1 
OH         OH                     O          H2O                                           6.200e-14  2.620e+00 -9.450e+02 1.20e+00 1.25e+02 logn  4    200    350  3   409 1  3 
OH         CH2                    CH         H2O                                           1.440e-11  5.000e-01  3.000e+03 2.00e+00 0.00e+00 logn  4     10    800  3   410 1  1 
OH         CH2                    O          CH3                                           1.440e-11  5.000e-01  3.000e+03 2.00e+00 0.00e+00 logn  4     10    800  3   411 1  1 
OH         CH2                    H          H2CO                                          3.000e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   412 1  1 
OH         H2S                    HS         H2O                                           6.000e-12  0.000e+00  7.500e+01 2.00e+00 0.00e+00 logn  4     10    300  3   413 1  1 
OH         HCO                    CO         H2O                                           1.690e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   414 1  1 
OH         HNO                    NO         H2O                                           8.000e-11  0.000e+00  5.000e+02 2.00e+00 0.00e+00 logn  4     10    300  3   415 1  1 
OH         NH2                    NH         H2O                                           1.500e-12  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   416 1  1 
OH         NH2                    O          NH3                                           9.180e-14  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   417 1  1 
OH         O2H                    O2         H2O                                           1.200e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   418 1  1 
OH         H2CO                   H2O        HCO                                           1.000e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   419 1  1 
OH         HOOH                   H2O        O2H                                           2.910e-12  0.000e+00  1.600e+02 2.00e+00 0.00e+00 logn  4     10    300  3   420 1  1 
OH         C2H3                   H2O        C2H2                                          1.000e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   421 1  1 
NO         CN+                    N          NCO+                                          1.900e-01  8.170e-10  4.110e-01 2.00e+00 0.00e+00 logn  4     10     13  4   422 1  1 
NO         CN+                    N          NCO+                                          1.900e-01  8.170e-10  4.110e-01 2.00e+00 0.00e+00 logn  4     13    800  5   422 2  1 
O2         CN+                    CO         NO+                                           8.600e-11  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   423 1  1 
O2         CN+                    O          NCO+                                          8.600e-11  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   424 1  1 
CO2        CN+                    CO         NCO+                                          2.250e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   425 1  1 
H2O        CN+                    OH         HCN+                                          5.560e-01  8.530e-10  5.410e+00 2.00e+00 0.00e+00 logn  4     10    800  4   426 1  1 
H2O        CN+                    NH         HCO+                                          5.560e-02  8.530e-10  5.410e+00 2.00e+00 0.00e+00 logn  4     10    800  4   427 1  1 
H2O        CN+                    O          H2NC+                                         1.670e-01  8.530e-10  5.410e+00 2.00e+00 0.00e+00 logn  4     10    800  4   428 1  1 
H2O        CN+                    H          HNCO+                                         2.220e-01  8.530e-10  5.410e+00 2.00e+00 0.00e+00 logn  4     10    800  4   429 1  1 
HCN        CN+                    H          C2N2+                                         1.160e-01  1.020e-09  6.610e+00 2.00e+00 0.00e+00 logn  4     10    800  4   430 1  1 
HCO        CN+                    CO         HCN+                                          5.000e-01  1.010e-09  3.580e+00 2.00e+00 0.00e+00 logn  4     10    800  4   431 1  1 
H2CO       CN+                    HCN        HCO+                                          5.000e-01  1.010e-09  5.150e+00 2.00e+00 0.00e+00 logn  4     10    800  4   432 1  1 
N          CO+                    C          NO+                                           8.100e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   433 1  1 
CH         CO+                    C          HCO+                                          5.000e-01  1.140e-09  3.330e+00 2.00e+00 0.00e+00 logn  4     10    800  4   434 1  1 
NH         CO+                    N          HCO+                                          5.000e-01  9.010e-10  4.400e+00 2.00e+00 0.00e+00 logn  4     10    800  4   435 1  1 
OH         CO+                    O          HCO+                                          5.000e-01  7.450e-10  5.500e+00 2.00e+00 0.00e+00 logn  4     10    800  4   436 1  1 
CCH        CO+                    C2         HCO+                                          5.000e-01  1.350e-09  1.340e+00 2.00e+00 0.00e+00 logn  4     10    134  4   437 1  1 
CCH        CO+                    C2         HCO+                                          5.000e-01  1.350e-09  1.340e+00 2.00e+00 0.00e+00 logn  4    134    800  5   437 2  1 
CH2        CO+                    CH         HCO+                                          5.000e-01  1.120e-09  1.410e+00 2.00e+00 0.00e+00 logn  4     10    150  4   438 1  1 
CH2        CO+                    CH         HCO+                                          5.000e-01  1.120e-09  1.410e+00 2.00e+00 0.00e+00 logn  4    150    800  5   438 2  1 
H2O        CO+                    OH         HCO+                                          3.410e-01  8.370e-10  5.410e+00 2.00e+00 0.00e+00 logn  4     10    800  4   439 1  1 
H2S        CO+                    HS         HCO+                                          6.010e-02  1.130e-09  1.770e+00 2.00e+00 0.00e+00 logn  4     10    234  4   440 1  1 
H2S        CO+                    HS         HCO+                                          6.010e-02  1.130e-09  1.770e+00 2.00e+00 0.00e+00 logn  4    234    800  5   440 2  1 
NH2        CO+                    NH         HCO+                                          5.000e-01  9.790e-10  4.600e+00 2.00e+00 0.00e+00 logn  4     10    800  4   441 1  1 
SO2        CO+                    CO2        SO+                                           1.000e+00  1.040e-09  2.960e+00 2.00e+00 0.00e+00 logn  4     10    655  4   442 1  1 
SO2        CO+                    CO2        SO+                                           1.000e+00  1.040e-09  2.960e+00 2.00e+00 0.00e+00 logn  4    655    800  5   442 2  1 
H2CO       CO+                    HCO        HCO+                                          5.480e-01  9.920e-10  5.150e+00 2.00e+00 0.00e+00 logn  4     10    800  4   443 1  1 
NH3        CO+                    NH2        HCO+                                          2.000e-02  1.040e-09  3.650e+00 2.00e+00 0.00e+00 logn  4     10    800  4   444 1  1 
CH4        CO+                    CH3        HCO+                                          4.550e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   445 1  1 
CH4        CO+                    H          CH3CO+                                        5.200e-11  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   446 1  1 
O          CS+                    S          CO+                                           6.000e-11  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   447 1  1 
H2         CS+                    H          HCS+                                          4.800e-10  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  4     10    300  3   448 1  1 
O2         CS+                    O          OCS+                                          1.300e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   449 1  1 
CH4        CS+                    CH3        HCS+                                          5.000e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   450 1  1 
C          H2+                    H          CH+                                           2.400e-09  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   451 1  1 
N          H2+                    H          NH+                                           1.900e-09  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   452 1  1 
O          H2+                    H          OH+                                           1.500e-09  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   453 1  1 
C2         H2+                    H          C2H+                                          1.100e-09  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   454 1  1 
CH         H2+                    H          CH2+                                          5.000e-01  2.590e-09  3.330e+00 2.00e+00 0.00e+00 logn  4     10    800  4   455 1  1 
CN         H2+                    H          HCN+                                          5.000e-01  2.920e-09  2.840e+00 2.00e+00 0.00e+00 logn  4     10    607  4   456 1  1 
CN         H2+                    H          HCN+                                          5.000e-01  2.920e-09  2.840e+00 2.00e+00 0.00e+00 logn  4    607    800  5   456 2  1 
CO         H2+                    H          HCO+                                          7.860e-01  2.390e-09  2.510e-01 2.00e+00 0.00e+00 logn  4     10    800  5   457 1  1 
H2         H2+                    H          H3+                                           2.100e-09  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   458 1  1 
N2         H2+                    H          N2H+                                          2.000e-09  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   459 1  1 
NH         H2+                    H          NH2+                                          5.000e-01  2.120e-09  4.400e+00 2.00e+00 0.00e+00 logn  4     10    800  4   460 1  1 
NO         H2+                    H          HNO+                                          5.000e-01  2.220e-09  4.110e-01 2.00e+00 0.00e+00 logn  4     10     13  4   461 1  1 
NO         H2+                    H          HNO+                                          5.000e-01  2.220e-09  4.110e-01 2.00e+00 0.00e+00 logn  4     13    800  5   461 2  1 
O2         H2+                    H          HO2+                                          1.900e-09  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   462 1  1 
OH         H2+                    H          H2O+                                          5.000e-01  1.810e-09  5.500e+00 2.00e+00 0.00e+00 logn  4     10    800  4   463 1  1 
CCH        H2+                    H          C2H2+                                         5.000e-01  3.620e-09  1.340e+00 2.00e+00 0.00e+00 logn  4     10    134  4   464 1  1 
CCH        H2+                    H          C2H2+                                         5.000e-01  3.620e-09  1.340e+00 2.00e+00 0.00e+00 logn  4    134    800  5   464 2  1 
CH2        H2+                    H          CH3+                                          5.000e-01  2.580e-09  1.410e+00 2.00e+00 0.00e+00 logn  4     10    150  4   465 1  1 
CH2        H2+                    H          CH3+                                          5.000e-01  2.580e-09  1.410e+00 2.00e+00 0.00e+00 logn  4    150    800  5   465 2  1 
CO2        H2+                    H2O        CO+                                           1.400e-09  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   466 1  1 
CO2        H2+                    H          HOCO+                                         2.350e-09  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   467 1  1 
H2O        H2+                    H          H3O+                                          4.660e-01  2.070e-09  5.410e+00 2.00e+00 0.00e+00 logn  4     10    800  4   468 1  1 
H2S        H2+                    H2         H2         S+                                 1.780e-01  3.230e-09  1.770e+00 2.00e+00 0.00e+00 logn  4     10    234  4   469 1  1 
H2S        H2+                    H2         H2         S+                                 1.780e-01  3.230e-09  1.770e+00 2.00e+00 0.00e+00 logn  4    234    800  5   469 2  1 
H2S        H2+                    H          H2         HS+                                1.990e-01  3.230e-09  1.770e+00 2.00e+00 0.00e+00 logn  4     10    234  4   470 1  1 
H2S        H2+                    H          H2         HS+                                1.990e-01  3.230e-09  1.770e+00 2.00e+00 0.00e+00 logn  4    234    800  5   470 2  1 
HCO        H2+                    CO         H3+                                           5.000e-01  2.730e-09  3.580e+00 2.00e+00 0.00e+00 logn  4     10    800  4   471 1  1 
C2H2       H2+                    H          C2H3+                                         4.800e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   472 1  1 
H2CO       H2+                    H          H2         HCO+                               5.000e-01  2.760e-09  5.150e+00 2.00e+00 0.00e+00 logn  4     10    800  4   473 1  1 
CH4        H2+                    H          H2         CH3+                               2.300e-09  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   474 1  1 
CH4        H2+                    H          CH5+                                          1.100e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   475 1  1 
C2H4       H2+                    H2         H2         C2H2+                              8.820e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   476 1  1 
C2H4       H2+                    H          H2         C2H3+                              1.810e-09  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   477 1  1 
H          HeH+                   He         H2+                                           9.000e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   478 1  1 
H2         HeH+                   He         H3+                                           1.800e-09  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   479 1  1 
C          HS+                    H          CS+                                           9.900e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   480 1  1 
H          HS+                    H2         S+                                            1.100e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   481 1  2 
N          HS+                    H          NS+                                           7.400e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   482 1  1 
O          HS+                    OH         S+                                            2.900e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   483 1  1 
O          HS+                    H          SO+                                           2.900e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   484 1  1 
CH         HS+                    S          CH2+                                          1.000e+00  1.120e-09  3.330e+00 2.00e+00 0.00e+00 logn  4     10    800  4   485 1  1 
H2O        HS+                    S          H3O+                                          1.000e+00  8.150e-10  5.410e+00 2.00e+00 0.00e+00 logn  4     10    800  4   486 1  1 
H2S        HS+                    H2         HS2+                                          4.910e-01  1.090e-09  1.770e+00 2.00e+00 0.00e+00 logn  4     10    234  4   487 1  1 
H2S        HS+                    H2         HS2+                                          4.910e-01  1.090e-09  1.770e+00 2.00e+00 0.00e+00 logn  4    234    800  5   487 2  1 
H2S        HS+                    S          H3S+                                          5.090e-01  1.090e-09  1.770e+00 2.00e+00 0.00e+00 logn  4     10    234  4   488 1  1 
H2S        HS+                    S          H3S+                                          5.090e-01  1.090e-09  1.770e+00 2.00e+00 0.00e+00 logn  4    234    800  5   488 2  1 
HCN        HS+                    S          HCNH+                                         1.000e+00  9.590e-10  6.610e+00 2.00e+00 0.00e+00 logn  4     10    800  4   489 1  1 
HNC        HS+                    S          HCNH+                                         1.000e+00  1.000e-09  6.500e+00 2.00e+00 0.00e+00 logn  4     10    800  4   490 1  1 
NH3        HS+                    S          NH4+                                          4.780e-01  1.010e-09  3.650e+00 2.00e+00 0.00e+00 logn  4     10    800  4   491 1  1 
CH4        HS+                    H2         H3CS+                                         5.400e-10  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  4     10    300  3   492 1  1 
HSSH       He+                    He         HS         HS+                                5.000e-01  3.090e-09  1.490e+00 2.00e+00 0.00e+00 logn  4     10    167  4   493 1  1 
HSSH       He+                    He         HS         HS+                                5.000e-01  3.090e-09  1.490e+00 2.00e+00 0.00e+00 logn  4    167    800  5   493 2  1 
HSSH       He+                    H          He         HS2+                               5.000e-01  3.090e-09  1.490e+00 2.00e+00 0.00e+00 logn  4     10    167  4   494 1  1 
HSSH       He+                    H          He         HS2+                               5.000e-01  3.090e-09  1.490e+00 2.00e+00 0.00e+00 logn  4    167    800  5   494 2  1 
NH3        He+                    He         H2         NH+                                7.990e-02  1.880e-09  3.650e+00 2.00e+00 0.00e+00 logn  4     10    800  4   495 1  1 
NH3        He+                    H          He         NH2+                               7.990e-01  1.880e-09  3.650e+00 2.00e+00 0.00e+00 logn  4     10    800  4   496 1  1 
H2CCN      He+                    He         CN         CH2+                               1.000e+00  2.570e-09  5.810e+00 2.00e+00 0.00e+00 logn  4     10    800  4   497 1  1 
H2CCO      He+                    He         CH2        CO+                                5.000e-01  2.540e-09  2.370e+00 2.00e+00 0.00e+00 logn  4     10    422  4   498 1  1 
H2CCO      He+                    He         CH2        CO+                                5.000e-01  2.540e-09  2.370e+00 2.00e+00 0.00e+00 logn  4    422    800  5   498 2  1 
H2CCO      He+                    He         CO         CH2+                               5.000e-01  2.540e-09  2.370e+00 2.00e+00 0.00e+00 logn  4     10    422  4   499 1  1 
H2CCO      He+                    He         CO         CH2+                               5.000e-01  2.540e-09  2.370e+00 2.00e+00 0.00e+00 logn  4    422    800  5   499 2  1 
C2H3       He+                    He         H2         C2H+                               1.600e-09 -5.000e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   500 1  1 
C2H3       He+                    H          He         C2H2+                              1.600e-09 -5.000e-01  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   501 1  1 
c-C3H2     He+                    H          He         CCH        C+                      1.300e-01  2.640e-09  5.540e+00 2.00e+00 0.00e+00 logn  4     10    800  4   502 1  2 
c-C3H2     He+                    He         C2         H2         C+                      8.000e-02  2.640e-09  5.540e+00 2.00e+00 0.00e+00 logn  4     10    800  4   503 1  2 
c-C3H2     He+                    H          He         C3         H+                      7.000e-02  2.640e-09  5.540e+00 2.00e+00 0.00e+00 logn  4     10    800  4   504 1  2 
c-C3H2     He+                    C          H          He         C2H+                    2.800e-01  2.640e-09  5.540e+00 2.00e+00 0.00e+00 logn  4     10    800  4   505 1  2 
c-C3H2     He+                    H          He         C2         CH+                     1.600e-01  2.640e-09  5.540e+00 2.00e+00 0.00e+00 logn  4     10    800  4   506 1  2 
c-C3H2     He+                    H          H          He         C3+                     1.400e-01  2.640e-09  5.540e+00 2.00e+00 0.00e+00 logn  4     10    800  4   507 1  2 
c-C3H2     He+                    H          He         CH         C2+                     1.400e-01  2.640e-09  5.540e+00 2.00e+00 0.00e+00 logn  4     10    800  4   508 1  2 
l-C3H2     He+                    C          H          He         C2H+                    2.500e-01  2.920e-09  6.110e+00 2.00e+00 0.00e+00 logn  4     10    800  4   509 1  2 
l-C3H2     He+                    H          H          He         C3+                     2.400e-01  2.920e-09  6.110e+00 2.00e+00 0.00e+00 logn  4     10    800  4   510 1  2 
l-C3H2     He+                    H          He         CCH        C+                      1.500e-01  2.920e-09  6.110e+00 2.00e+00 0.00e+00 logn  4     10    800  4   511 1  2 
l-C3H2     He+                    H          He         C3         H+                      1.000e-01  2.920e-09  6.110e+00 2.00e+00 0.00e+00 logn  4     10    800  4   512 1  2 
l-C3H2     He+                    He         C2         H2         C+                      1.000e-01  2.920e-09  6.110e+00 2.00e+00 0.00e+00 logn  4     10    800  4   513 1  2 
l-C3H2     He+                    He         CH         C2H+                               6.000e-02  2.920e-09  6.110e+00 2.00e+00 0.00e+00 logn  4     10    800  4   514 1  2 
l-C3H2     He+                    H          He         C2         CH+                     6.000e-02  2.920e-09  6.110e+00 2.00e+00 0.00e+00 logn  4     10    800  4   515 1  2 
l-C3H2     He+                    C          He         C2H2+                              4.000e-02  2.920e-09  6.110e+00 2.00e+00 0.00e+00 logn  4     10    800  4   516 1  2 
C4H        He+                    C          H          He         C3+                     4.600e-01  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     10     95  4   517 1  2 
C4H        He+                    C          H          He         C3+                     4.600e-01  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     95    800  5   517 2  2 
C4H        He+                    H          He         C3         C+                      2.900e-01  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     10     95  4   518 1  2 
C4H        He+                    H          He         C3         C+                      2.900e-01  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     95    800  5   518 2  2 
C4H        He+                    H          He         C2         C2+                     1.600e-01  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     10     95  4   519 1  2 
C4H        He+                    H          He         C2         C2+                     1.600e-01  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     95    800  5   519 2  2 
C4H        He+                    C          He         C3H+                               4.000e-02  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     10     95  4   520 1  2 
C4H        He+                    C          He         C3H+                               4.000e-02  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     95    800  5   520 2  2 
C4H        He+                    He         C2         C2H+                               4.000e-02  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     10     95  4   521 1  2 
C4H        He+                    He         C2         C2H+                               4.000e-02  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     95    800  5   521 2  2 
C4H        He+                    H          He         C4+                                1.000e-02  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     10     95  4   522 1  2 
C4H        He+                    H          He         C4+                                1.000e-02  3.260e-09  1.130e+00 2.00e+00 0.00e+00 logn  4     95    800  5   522 2  2 
C4S        He+                    He         C3         CS+                                5.000e-01  4.440e-09  4.340e+00 2.00e+00 0.00e+00 logn  4     10    800  4   523 1  1 
C4S        He+                    He         CS         C3+                                5.000e-01  4.440e-09  4.340e+00 2.00e+00 0.00e+00 logn  4     10    800  4   524 1  1 
C5         He+                    He         C2         C3+                                9.400e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   525 1  2 
C5         He+                    C          He         C4+                                2.800e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   526 1  2 
C5         He+                    C          He         C3         C+                      4.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   527 1  2 
C5         He+                    He         C3         C2+                                2.000e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   528 1  2 
C5         He+                    C          C          He         C3+                     1.800e-10  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  4     10    300  3   529 1  2 
HCOOH      He+                    H          H          He         CO2+                    5.000e-01  2.220e-09  2.770e+00 2.00e+00 0.00e+00 logn  4     10    574  4   530 1  1 
HCOOH      He+                    H          H          He         CO2+                    5.000e-01  2.220e-09  2.770e+00 2.00e+00 0.00e+00 logn  4    574    800  5   530 2  1 
HCOOH      He+                    H          He         HOCO+                              5.000e-01  2.220e-09  2.770e+00 2.00e+00 0.00e+00 logn  4     10    574  4   531 1  1 
